id,context,chars,source_text,translation
"companion.spinach-strawberry","Why spinach and strawberry are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",66,"Spinach covers the soil between berry plants and keeps weeds down.",""
"companion.basil-sage","Why basil and sage are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",69,"Basil and sage inhibit each other's growth — give them separate beds.",""
"companion.basil-cucumber","Why basil and cucumber are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",59,"Cucumbers can stunt basil, and both compete hard for water.",""
"companion.bean-onion","Why bean and onion are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",48,"Onions release compounds that stunt bean growth.",""
"companion.onion-pea","Why onion and pea are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",50,"Onions suppress pea growth — keep them well apart.",""
"companion.corn-tomato","Why corn and tomato are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",66,"They attract the same worm pests and compete heavily for nitrogen.",""
"companion.fennel-tomato","Why fennel and tomato are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",68,"Fennel inhibits nearly everything around it. Give it its own corner.",""
"companion.broccoli-lettuce","Why broccoli and lettuce are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",70,"Broccoli is a heavy feeder that will outcompete lettuce for nutrients.",""
"companion.apple-chive","Why apple and chive are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",64,"Chives under apple trees deter aphids and may reduce apple scab.",""
"companion.apple-marigold","Why apple and marigold are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",66,"Marigolds near apples repel aphids and draw in beneficial insects.",""
"companion.apple-nasturtium","Why apple and nasturtium are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",64,"Nasturtiums lure aphids and codling moths away from apple trees.",""
"companion.asparagus-parsley","Why asparagus and parsley are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",63,"Parsley attracts predators that protect asparagus from beetles.",""
"companion.basil-blueberry","Why basil and blueberry are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",62,"Basil's aroma repels thrips and flies that bother blueberries.",""
"companion.basil-eggplant","Why basil and eggplant are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",58,"Basil masks eggplant's scent from flea beetles and aphids.",""
"companion.basil-lemon","Why basil and lemon are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",62,"Basil repels aphids and mites that trouble potted lemon trees.",""
"companion.basil-orange","Why basil and orange are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",52,"Basil's scent deters aphids and mites around citrus.",""
"companion.basil-peach","Why basil and peach are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",63,"Basil repels aphids and helps protect peach foliage from pests.",""
"companion.bean-carrot","Why bean and carrot are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",75,"Beans fix nitrogen for the carrots while their roots work different depths.",""
"companion.bean-cauliflower","Why bean and cauliflower are planted together (or kept apart). Horticultural claim — verify it holds in the target region before rewording.",73,"Beans enrich the soil with nitrogen that heavy-feeding cauliflower needs.",""
